NtsbNo,ProbableCause,Findings,Event.Id,narratives.narr_cause,safetyrecs2026-02-28_15-34.Recommendation
CHI98IA164,the open shielding on the #2 VHF transceiver coax connector which resulted in electromagnetic interference with the yaw damper system.,,20001211X09999,,
CHI98LA154,In-flight encounter with turbulence.,,20001211X10013,,
FTW98IA208,An inadvertent inflight collision with a flock of large birds.,,20001211X10056,,
DCA98MA045,The failure of the flight crew to maintain adequate separation from hazardous meteorological conditions. Factors contributing to the accident were: (1) the failure of AirTran Airlines to provide adequate crewmember training and guidance regarding hazardous weather encounters; (2) the failure of the flight crew to provide an adequate and timely briefing to the flight attendants regarding turbulence; and (3) the presence of hail and turbulence.,,20001211X10040,,
NYC98IA106,"Improper maintenance which resulted in a cross threaded\ mistapped counterweight bolt hole, and the subsequent failure of the propeller counterweight clamp assembly.  Also causal was the inadequate inspection of the counterweight clamp threads by maintenance personnel which failed to detect the damaged counterweight threads.",,20001211X10175,,
CHI98IA169,the yaw rate gyro of the Stab Aug Computer had been installed in a reverse  position that was 180 degrees opposite from the correct position.,,20001211X09811,,
DCA98IA035,Malfunction of the primary navigation system for undetermined reasons.,,20001211X09833,,
CHI98LA127,the passenger initiated evacuation of the airplane.  A factor was the auxiliary power unit fire.,,20001211X09821,,
NYC98FA094,"The injured passengers failure to follow the directions to fasten their seat belts, prior to an encounter with clear air turbulence.",,20001211X09935,,
CHI98IA167,The failure of the Dual Axis Accelerometer.,,20001211X09810,,
MIA98LA124,The tug operator's (maintenance representative) inadequate visual lookout during pushback.,,20001211X09910,,
FTW98IA158,The total failure of one main landing gear tire.,,20001211X09663,,
NYC98LA075,The driver's failure to maintain clearance from the parked airplane.  Related factors were night conditions and the driver's diverted attention.,,20001211X09761,,
FTW98LA149,"The failure of the golf cart's driver to shutdown the engine and set the parking brake before exiting, which resulted in an unmanned runaway cart.",,20001211X09672,,
MIA98IA100,"The failure of the No. 1 generator field excitation return wire terminal lug due to improper installation of the field excitation return wire by maintenance personnel; the subsequent failure of the No. 2 generator due to overvoltage, caused by the momentary closure of the No. 1 generator contactor, as a result of the flight crew's  attempt to reset the No. 1 generator, while an overvoltage condition existed at its POR, due to the shorted failure of the No. 1 GCU diode CR17; and the rapid failure of the aircraft's main battery, accelerated by its existing depleted condition, following an extended period of inadequate charging, due to a damaged electrical system.",,20001211X09735,,
IAD98LA036,The driver's operation of a ground vehicle at night with an inoperative windshield wiper and an obscured windscreen against company regulations which resulted in a collision with a parked aircraft.,,20001211X09692,,
MIA98LA096,"ground personnel (an equipment loader) failed to follow established written procedures (ramp safety policy), resulting in a pressurized entry door being opened before it was fully depressurized, subsequently injurying the equipment loader.  The malfunctioning outflow valve was a related factor.",,20001211X09740,,
LAX98LA104,Unforecasted and sudden encounter with clear air turbulence when passengers and flight attendants were not secured in their seats.,,20001211X09708,,
FTW98IA130,"the collapse of the left main landing gear during landing roll as result of a shorted weight-on-wheels relay. Contributing factors were the insufficient information available to the flight crew in the company's quick reference handbook (QRH), and the manufacturer's inadequate protection of the weight-on-wheels relay from moisture.",,20001211X09539,,
CHI98IA095,"the inadequate (bronze) material used by the fuel pump's manufacturer, which wore and ultimately blocked the fuel filter bypass and partially blocked the fuel nozzles, causing the fuel spray to burn through the low pressure turbine case.",,20001211X09522,,
LAX98IA085,"the disintegration of the No. 6 bearing in the No. 2 engine which resulted in an aborted takeoff.  In addition, the malfunction of the slide in the right forward service door was the result of a faulty seal in the inflation system. The inflation gauge had not been checked that day due to confusion resulting from a change in the operations manual. The change in the language made it unclear as to whose responsibility it was to check the inflation gauge.  The operator did not verify that the change was being properly implemented after it had been made effective.",,20001211X09566,,
NYC98FA062,The improper overhaul of lug holes on the fuel/oil heat exchanger.  A factor was the lack of direction contained in the manufacturer's overhaul manual for working with the lug holes.,,20001211X09494,,
IAD98LA023,The inadequate snow removal from the runway by airport personnel which left a snow bank extending onto the runway.,,20001211X09454,,
MIA98LA054,"inadvertent encounter with turbulence, which resulted spillage of hot coffee in a passenger's lap.",,20001211X09482,,
IAD98LA021,failure of the tug driver to see-and-avoid the taxiing airplane.,,20001211X09452,,
DCA98MA015,"The pilot-in-command's inadvertent flight into adverse weather conditions, and the difficulty of obtaining adequate weather forecasts of over-ocean turbulence.  Factors contributing to the accident include the presence of clear air turbulence, and the failure of the flight attendant to issue a safety advisory.",,20001208X09291,,
SEA98IA027,A checklist procedure was not followed.  The initiation of an evacuation was a factor.,,20001208X09379,,
NYC98LA050,The inadequate snow removal by airport personnel.  Contributing factors were the snowbank and whiteout conditions.,,20001208X09368,,
LAX98IA061,An emergency evacuation due to fumes from a failed hydraulic line that entered into the cabin.,,20001208X09328,,
ATL98IA024,"The pilot's improper recovery from a bounced landing, compounded by the automatic deployment of the ground spoilers on main wheel spin-up, resulting in a pitch angle beyond the tail strike pitch angle of the airplane, which led to the tail contacting the runway.",,20001208X09257,,
